"Latest: Time (s)","Latest: Force (N)","Latest: Force 4 (N)","Latest: Force 2 (N)","Latest: Force 3 (N)","Latest: Total Force (N)"
6244,711.84,407.81,282.05,337,1738.7
6246,710.62,406.59,282.05,337,1736.26
6248,710.62,407.81,282.05,337,1737.48
6250,710.62,407.81,282.05,337,1737.48
6252,710.62,406.59,282.05,335.78,1735.04
6254,711.84,407.81,283.27,338.22,1741.14
6256,710.62,407.81,283.27,337,1738.7
6258,710.62,407.81,282.05,337,1737.48
6260,710.62,407.81,282.05,337,1737.48
6262,710.62,407.81,282.05,337,1737.48
6264,711.84,406.59,283.27,335.78,1737.48
6266,710.62,407.81,282.05,337,1737.48
6268,711.84,406.59,282.05,337,1737.48
6270,711.84,406.59,283.27,335.78,1737.48
6272,711.84,407.81,282.05,337,1738.7
6274,710.62,407.81,283.27,337,1738.7
6276,710.62,407.81,282.05,335.78,1736.26
6278,710.62,407.81,282.05,337,1737.48
6280,710.62,407.81,283.27,337,1738.7
6282,710.62,407.81,283.27,337,1738.7
6284,710.62,407.81,283.27,337,1738.7
6286,710.62,407.81,283.27,335.78,1737.48
6288,710.62,409.04,283.27,337,1739.93
6290,710.62,406.59,283.27,337,1737.48
6292,710.62,407.81,283.27,337,1738.7
6294,710.62,406.59,283.27,337,1737.48
6296,710.62,407.81,282.05,335.78,1736.26
6298,711.84,407.81,282.05,337,1738.7
6300,710.62,407.81,282.05,337,1737.48
6302,711.84,407.81,282.05,337,1738.7
6304,711.84,406.59,283.27,337,1738.7
6306,711.84,407.81,282.05,335.78,1737.48
6308,710.62,407.81,282.05,335.78,1736.26
6310,710.62,406.59,282.05,337,1736.26
6312,711.84,407.81,282.05,337,1738.7
6314,710.62,407.81,282.05,337,1737.48
6316,710.62,406.59,282.05,337,1736.26
6318,710.62,406.59,282.05,337,1736.26
6320,709.4,407.81,283.27,337,1737.48
6322,710.62,406.59,282.05,337,1736.26
6324,710.62,407.81,283.27,337,1738.7
6326,710.62,407.81,282.05,337,1737.48
6328,710.62,407.81,282.05,335.78,1736.26
6330,710.62,407.81,283.27,335.78,1737.48
6332,710.62,407.81,282.05,337,1737.48
6334,710.62,407.81,283.27,337,1738.7
6336,710.62,407.81,282.05,337,1737.48
6338,711.84,407.81,283.27,337,1739.92
6340,711.84,407.81,283.27,337,1739.92
6342,710.62,407.81,282.05,337,1737.48
6344,710.62,407.81,282.05,337,1737.48
6346,711.84,407.81,282.05,337,1738.7
6348,710.62,407.81,282.05,335.78,1736.26
6350,710.62,406.59,282.05,337,1736.26
6352,710.62,406.59,283.27,337,1737.48
6354,710.62,407.81,283.27,337,1738.7
6356,711.84,409.04,282.05,337,1739.93
6358,710.62,407.81,282.05,337,1737.48
6360,711.84,407.81,282.05,337,1738.7
6362,711.84,407.81,283.27,337,1739.92
6364,711.84,407.81,283.27,337,1739.92
6366,710.62,407.81,282.05,335.78,1736.26
6368,711.84,406.59,283.27,337,1738.7
6370,711.84,406.59,282.05,335.78,1736.26
6372,711.84,406.59,283.27,337,1738.7
6374,711.84,407.81,282.05,335.78,1737.48
6376,711.84,406.59,283.27,337,1738.7
6378,711.84,406.59,282.05,337,1737.48
6380,710.62,406.59,283.27,337,1737.48
6382,711.84,406.59,282.05,337,1737.48
6384,710.62,407.81,282.05,337,1737.48
6386,710.62,407.81,283.27,335.78,1737.48
6388,710.62,406.59,283.27,335.78,1736.26
6390,711.84,407.81,283.27,335.78,1738.7
6392,710.62,406.59,282.05,335.78,1735.04
6394,711.84,406.59,283.27,337,1738.7
6396,710.62,406.59,282.05,337,1736.26
6398,710.62,406.59,283.27,335.78,1736.26
6400,710.62,406.59,282.05,335.78,1735.04
6402,710.62,407.81,283.27,337,1738.7
6404,710.62,406.59,282.05,337,1736.26
6406,710.62,406.59,283.27,337,1737.48
6408,710.62,406.59,283.27,337,1737.48
6410,710.62,407.81,283.27,337,1738.7
6412,710.62,406.59,283.27,335.78,1736.26
6414,710.62,406.59,282.05,335.78,1735.04
6416,711.84,406.59,282.05,335.78,1736.26
6418,711.84,406.59,283.27,335.78,1737.48
6420,710.62,406.59,283.27,335.78,1736.26
6422,710.62,407.81,282.05,337,1737.48
6424,710.62,406.59,282.05,337,1736.26
6426,710.62,407.81,282.05,335.78,1736.26
6428,711.84,407.81,282.05,335.78,1737.48
6430,711.84,406.59,282.05,337,1737.48
6432,710.62,407.81,283.27,337,1738.7
6434,711.84,407.81,282.05,335.78,1737.48
6436,710.62,407.81,282.05,335.78,1736.26
6438,710.62,406.59,283.27,337,1737.48
6440,711.84,406.59,283.27,337,1738.7
6442,710.62,406.59,282.05,337,1736.26
6444,710.62,407.81,282.05,337,1737.48
6446,710.62,407.81,283.27,335.78,1737.48
6448,710.62,406.59,282.05,337,1736.26
6450,711.84,407.81,283.27,335.78,1738.7
6452,710.62,407.81,283.27,335.78,1737.48
6454,710.62,407.81,283.27,335.78,1737.48
6456,710.62,406.59,283.27,337,1737.48
6458,710.62,407.81,282.05,337,1737.48
6460,711.84,407.81,282.05,337,1738.7
6462,711.84,407.81,282.05,337,1738.7
6464,710.62,407.81,282.05,337,1737.48
6466,711.84,407.81,282.05,335.78,1737.48
6468,710.62,409.04,282.05,335.78,1737.49
6470,710.62,406.59,282.05,337,1736.26
6472,711.84,407.81,283.27,337,1739.92
6474,710.62,406.59,282.05,337,1736.26
6476,711.84,406.59,282.05,335.78,1736.26
6478,710.62,407.81,282.05,337,1737.48
6480,710.62,407.81,282.05,337,1737.48
6482,710.62,407.81,282.05,335.78,1736.26
6484,710.62,407.81,282.05,337,1737.48
6486,710.62,407.81,282.05,337,1737.48
6488,710.62,406.59,282.05,337,1736.26
6490,711.84,407.81,282.05,337,1738.7
6492,711.84,407.81,282.05,337,1738.7
6494,711.84,407.81,282.05,335.78,1737.48
6496,711.84,407.81,283.27,337,1739.92
6498,710.62,407.81,282.05,337,1737.48
6500,710.62,407.81,282.05,335.78,1736.26
6502,710.62,407.81,283.27,337,1738.7
6504,711.84,407.81,283.27,337,1739.92
6506,710.62,407.81,282.05,337,1737.48
6508,710.62,407.81,283.27,337,1738.7
6510,710.62,407.81,282.05,337,1737.48
6512,710.62,407.81,283.27,338.22,1739.92
6514,711.84,406.59,282.05,337,1737.48
6516,710.62,407.81,282.05,337,1737.48
6518,710.62,406.59,282.05,337,1736.26
6520,710.62,406.59,283.27,337,1737.48
6522,710.62,406.59,282.05,337,1736.26
6524,710.62,407.81,282.05,337,1737.48
6526,710.62,406.59,283.27,337,1737.48
6528,710.62,406.59,282.05,335.78,1735.04
6530,711.84,406.59,282.05,337,1737.48
6532,711.84,406.59,283.27,337,1738.7
6534,710.62,406.59,283.27,337,1737.48
6536,710.62,406.59,283.27,337,1737.48
6538,710.62,406.59,283.27,337,1737.48
6540,711.84,406.59,282.05,337,1737.48
6542,711.84,407.81,282.05,337,1738.7
6544,710.62,407.81,282.05,335.78,1736.26
6546,711.84,407.81,282.05,337,1738.7
6548,711.84,407.81,282.05,337,1738.7
6550,711.84,407.81,282.05,337,1738.7
6552,710.62,407.81,283.27,337,1738.7
6554,710.62,406.59,283.27,337,1737.48
6556,710.62,407.81,283.27,337,1738.7
6558,710.62,406.59,282.05,335.78,1735.04
6560,711.84,406.59,282.05,337,1737.48
6562,711.84,406.59,283.27,335.78,1737.48
6564,711.84,407.81,283.27,337,1739.92
6566,711.84,407.81,282.05,337,1738.7
6568,711.84,406.59,282.05,338.22,1738.7
6570,711.84,406.59,282.05,337,1737.48
6572,711.84,407.81,282.05,335.78,1737.48
6574,710.62,406.59,282.05,338.22,1737.48
6576,710.62,406.59,283.27,337,1737.48
6578,710.62,406.59,283.27,337,1737.48
6580,710.62,407.81,283.27,337,1738.7
6582,710.62,406.59,282.05,337,1736.26
6584,711.84,407.81,282.05,337,1738.7
6586,710.62,407.81,283.27,337,1738.7
6588,711.84,407.81,283.27,338.22,1741.14
6590,710.62,406.59,283.27,337,1737.48
6592,711.84,407.81,283.27,337,1739.92
6594,711.84,407.81,283.27,337,1739.92
6596,711.84,407.81,282.05,337,1738.7
6598,710.62,407.81,282.05,337,1737.48
6600,711.84,407.81,283.27,337,1739.92
6602,711.84,407.81,283.27,337,1739.92
6604,711.84,406.59,283.27,337,1738.7
6606,711.84,407.81,282.05,337,1738.7
6608,710.62,406.59,283.27,338.22,1738.7
6610,711.84,407.81,283.27,337,1739.92
6612,711.84,407.81,283.27,337,1739.92
6614,710.62,407.81,283.27,337,1738.7
6616,711.84,407.81,283.27,337,1739.92
6618,711.84,407.81,282.05,335.78,1737.48
6620,711.84,406.59,283.27,337,1738.7
6622,710.62,407.81,282.05,335.78,1736.26
6624,710.62,407.81,282.05,335.78,1736.26
6626,711.84,407.81,283.27,335.78,1738.7
6628,711.84,407.81,283.27,337,1739.92
6630,711.84,406.59,283.27,337,1738.7
6632,711.84,407.81,283.27,337,1739.92
6634,711.84,406.59,282.05,337,1737.48
6636,710.62,406.59,282.05,337,1736.26
6638,711.84,407.81,283.27,337,1739.92
6640,710.62,407.81,283.27,337,1738.7
6642,710.62,407.81,283.27,337,1738.7
6644,710.62,406.59,282.05,337,1736.26
6646,710.62,406.59,282.05,335.78,1735.04
6648,711.84,407.81,283.27,337,1739.92
6650,710.62,407.81,282.05,337,1737.48
6652,710.62,406.59,283.27,337,1737.48
6654,711.84,407.81,282.05,337,1738.7
6656,711.84,406.59,282.05,337,1737.48
6658,711.84,407.81,282.05,337,1738.7
6660,711.84,407.81,283.27,335.78,1738.7
6662,711.84,407.81,282.05,337,1738.7
6664,711.84,406.59,283.27,335.78,1737.48
6666,711.84,407.81,282.05,335.78,1737.48
6668,711.84,407.81,282.05,337,1738.7
6670,711.84,406.59,283.27,337,1738.7
6672,710.62,407.81,282.05,337,1737.48
6674,711.84,407.81,283.27,337,1739.92
6676,710.62,407.81,283.27,337,1738.7
6678,711.84,407.81,282.05,337,1738.7
6680,710.62,407.81,283.27,337,1738.7
6682,710.62,407.81,283.27,337,1738.7
6684,710.62,407.81,282.05,337,1737.48
6686,710.62,406.59,283.27,337,1737.48
6688,710.62,407.81,282.05,337,1737.48
6690,710.62,407.81,283.27,337,1738.7
6692,710.62,407.81,282.05,337,1737.48
6694,710.62,407.81,282.05,335.78,1736.26
6696,710.62,407.81,282.05,337,1737.48
6698,711.84,407.81,282.05,335.78,1737.48
6700,711.84,407.81,282.05,337,1738.7
6702,711.84,409.04,282.05,337,1739.93
6704,711.84,406.59,282.05,335.78,1736.26
6706,710.62,406.59,283.27,337,1737.48
6708,710.62,406.59,282.05,335.78,1735.04
6710,711.84,406.59,282.05,335.78,1736.26
6712,710.62,407.81,283.27,337,1738.7
6714,710.62,407.81,283.27,335.78,1737.48
6716,711.84,407.81,283.27,337,1739.92
6718,710.62,406.59,283.27,337,1737.48
6720,710.62,406.59,283.27,337,1737.48
6722,710.62,406.59,282.05,335.78,1735.04
6724,710.62,407.81,282.05,337,1737.48
6726,710.62,407.81,282.05,335.78,1736.26
6728,711.84,406.59,282.05,337,1737.48
6730,710.62,406.59,282.05,337,1736.26
6732,710.62,407.81,282.05,335.78,1736.26
6734,710.62,406.59,282.05,337,1736.26
6736,711.84,407.81,283.27,338.22,1741.14
6738,710.62,407.81,282.05,337,1737.48
6740,710.62,406.59,282.05,337,1736.26
6742,710.62,407.81,283.27,337,1738.7
6744,710.62,407.81,282.05,337,1737.48
6746,711.84,406.59,282.05,337,1737.48
6748,710.62,406.59,282.05,335.78,1735.04
6750,710.62,406.59,282.05,337,1736.26
6752,710.62,406.59,282.05,335.78,1735.04
6754,711.84,406.59,282.05,337,1737.48
6756,710.62,407.81,282.05,337,1737.48
6758,711.84,407.81,282.05,335.78,1737.48
6760,711.84,407.81,283.27,337,1739.92
6762,711.84,407.81,282.05,337,1738.7
6764,711.84,406.59,282.05,337,1737.48
6766,711.84,407.81,282.05,337,1738.7
6768,710.62,406.59,282.05,337,1736.26
6770,711.84,407.81,282.05,337,1738.7
6772,710.62,407.81,282.05,337,1737.48
6774,711.84,406.59,282.05,337,1737.48
6776,711.84,407.81,282.05,337,1738.7
6778,710.62,406.59,282.05,337,1736.26
6780,710.62,406.59,283.27,337,1737.48
6782,711.84,406.59,282.05,338.22,1738.7
6784,710.62,407.81,282.05,338.22,1738.7
6786,710.62,407.81,282.05,337,1737.48
6788,711.84,407.81,282.05,338.22,1739.92
6790,711.84,407.81,282.05,337,1738.7
6792,711.84,407.81,282.05,337,1738.7
6794,711.84,406.59,283.27,337,1738.7
6796,710.62,406.59,282.05,338.22,1737.48
6798,710.62,407.81,282.05,337,1737.48
6800,710.62,407.81,282.05,338.22,1738.7
6802,710.62,407.81,282.05,337,1737.48
6804,711.84,406.59,282.05,338.22,1738.7
6806,710.62,407.81,282.05,337,1737.48
6808,710.62,407.81,282.05,337,1737.48
6810,710.62,407.81,282.05,337,1737.48
6812,711.84,407.81,282.05,337,1738.7
6814,709.4,406.59,282.05,337,1735.04
6816,710.62,407.81,282.05,335.78,1736.26
6818,711.84,407.81,283.27,337,1739.92
6820,710.62,407.81,282.05,335.78,1736.26
6822,711.84,407.81,282.05,337,1738.7
6824,710.62,407.81,282.05,338.22,1738.7
6826,710.62,407.81,282.05,337,1737.48
6828,710.62,407.81,282.05,337,1737.48
6830,711.84,407.81,282.05,337,1738.7
6832,710.62,409.04,283.27,335.78,1738.71
6834,710.62,407.81,282.05,335.78,1736.26
6836,710.62,407.81,282.05,337,1737.48
6838,710.62,406.59,282.05,335.78,1735.04
6840,710.62,406.59,282.05,335.78,1735.04
6842,711.84,406.59,282.05,337,1737.48
6844,711.84,406.59,283.27,337,1738.7
6846,711.84,406.59,282.05,337,1737.48
6848,710.62,407.81,282.05,337,1737.48
6850,711.84,407.81,283.27,337,1739.92
6852,711.84,409.04,283.27,337,1741.15
6854,710.62,407.81,283.27,337,1738.7
6856,710.62,407.81,282.05,338.22,1738.7
6858,711.84,407.81,283.27,337,1739.92
6860,710.62,406.59,282.05,337,1736.26
6862,711.84,407.81,282.05,337,1738.7
6864,710.62,406.59,282.05,337,1736.26
6866,710.62,407.81,282.05,337,1737.48
6868,710.62,406.59,282.05,337,1736.26
6870,710.62,407.81,282.05,337,1737.48
6872,710.62,407.81,282.05,338.22,1738.7
6874,710.62,407.81,282.05,337,1737.48
6876,710.62,406.59,282.05,337,1736.26
6878,711.84,407.81,282.05,337,1738.7
6880,711.84,406.59,282.05,335.78,1736.26
6882,710.62,406.59,282.05,338.22,1737.48
6884,711.84,406.59,282.05,337,1737.48
6886,710.62,407.81,283.27,337,1738.7
6888,711.84,406.59,282.05,337,1737.48
6890,711.84,407.81,282.05,338.22,1739.92
6892,710.62,407.81,282.05,337,1737.48
6894,711.84,407.81,282.05,337,1738.7
6896,710.62,407.81,282.05,337,1737.48
6898,710.62,406.59,282.05,337,1736.26
6900,710.62,406.59,282.05,337,1736.26
6902,710.62,407.81,282.05,337,1737.48
6904,710.62,406.59,282.05,337,1736.26
6906,710.62,407.81,282.05,337,1737.48
6908,710.62,407.81,282.05,337,1737.48
6910,711.84,406.59,283.27,337,1738.7
6912,711.84,407.81,282.05,337,1738.7
6914,710.62,406.59,282.05,335.78,1735.04
6916,711.84,407.81,283.27,335.78,1738.7
6918,711.84,407.81,283.27,337,1739.92
6920,710.62,407.81,282.05,337,1737.48
6922,710.62,407.81,282.05,337,1737.48
6924,711.84,406.59,283.27,337,1738.7
6926,710.62,406.59,282.05,337,1736.26
6928,711.84,407.81,282.05,337,1738.7
6930,711.84,407.81,282.05,337,1738.7
6932,711.84,406.59,282.05,337,1737.48
6934,711.84,406.59,282.05,335.78,1736.26
6936,711.84,407.81,282.05,337,1738.7
6938,711.84,407.81,282.05,337,1738.7
6940,711.84,406.59,283.27,337,1738.7
6942,711.84,407.81,282.05,337,1738.7
6944,710.62,406.59,282.05,337,1736.26
6946,710.62,407.81,283.27,335.78,1737.48
6948,711.84,406.59,282.05,337,1737.48
6950,711.84,407.81,282.05,337,1738.7
6952,711.84,407.81,282.05,337,1738.7
6954,710.62,407.81,283.27,337,1738.7
6956,711.84,407.81,282.05,337,1738.7
6958,710.62,406.59,282.05,335.78,1735.04
6960,711.84,406.59,282.05,337,1737.48
6962,711.84,407.81,282.05,337,1738.7
6964,711.84,406.59,282.05,337,1737.48
6966,710.62,406.59,282.05,337,1736.26
6968,711.84,407.81,283.27,337,1739.92
6970,711.84,406.59,283.27,338.22,1739.92
6972,711.84,407.81,282.05,337,1738.7
6974,711.84,407.81,283.27,337,1739.92
6976,710.62,407.81,282.05,337,1737.48
6978,710.62,407.81,282.05,337,1737.48
6980,710.62,409.04,282.05,335.78,1737.49
6982,711.84,407.81,282.05,335.78,1737.48
6984,711.84,406.59,283.27,337,1738.7
6986,710.62,409.04,283.27,337,1739.93
6988,711.84,407.81,282.05,335.78,1737.48
6990,711.84,407.81,282.05,337,1738.7
6992,711.84,407.81,283.27,337,1739.92
6994,711.84,407.81,283.27,335.78,1738.7
6996,710.62,407.81,282.05,337,1737.48
6998,711.84,407.81,282.05,337,1738.7
7000,711.84,407.81,282.05,337,1738.7
7002,711.84,407.81,283.27,337,1739.92
7004,711.84,406.59,282.05,335.78,1736.26
7006,710.62,407.81,282.05,337,1737.48
7008,711.84,406.59,282.05,337,1737.48
7010,711.84,407.81,282.05,337,1738.7
7012,710.62,407.81,282.05,337,1737.48
7014,711.84,406.59,282.05,337,1737.48
7016,711.84,407.81,282.05,337,1738.7
7018,711.84,407.81,282.05,337,1738.7
7020,711.84,406.59,282.05,335.78,1736.26
7022,711.84,407.81,282.05,337,1738.7
7024,711.84,407.81,282.05,337,1738.7
7026,710.62,407.81,282.05,337,1737.48
7028,711.84,406.59,282.05,337,1737.48
7030,711.84,406.59,282.05,337,1737.48
7032,711.84,407.81,282.05,337,1738.7
7034,710.62,407.81,282.05,335.78,1736.26
7036,711.84,407.81,282.05,337,1738.7
7038,711.84,406.59,280.83,337,1736.26
7040,711.84,406.59,282.05,337,1737.48
7042,710.62,407.81,282.05,337,1737.48
7044,711.84,406.59,283.27,335.78,1737.48
7046,711.84,407.81,282.05,337,1738.7
7048,710.62,406.59,282.05,337,1736.26
7050,711.84,406.59,283.27,337,1738.7
7052,710.62,407.81,282.05,337,1737.48
7054,711.84,407.81,282.05,335.78,1737.48
7056,710.62,406.59,282.05,335.78,1735.04
7058,710.62,407.81,282.05,335.78,1736.26
7060,711.84,406.59,282.05,337,1737.48
7062,711.84,407.81,282.05,337,1738.7
7064,711.84,407.81,282.05,337,1738.7
7066,711.84,409.04,282.05,337,1739.93
7068,711.84,407.81,282.05,337,1738.7
7070,710.62,407.81,282.05,338.22,1738.7
7072,711.84,407.81,282.05,337,1738.7
7074,711.84,407.81,282.05,337,1738.7
7076,711.84,407.81,282.05,337,1738.7
7078,711.84,406.59,280.83,337,1736.26
7080,711.84,407.81,282.05,337,1738.7
7082,711.84,407.81,280.83,337,1737.48
7084,710.62,407.81,282.05,337,1737.48
7086,713.06,407.81,282.05,337,1739.92
7088,711.84,407.81,282.05,337,1738.7
7090,710.62,407.81,282.05,337,1737.48
7092,711.84,406.59,282.05,337,1737.48
7094,711.84,407.81,282.05,337,1738.7
7096,711.84,407.81,283.27,337,1739.92
7098,711.84,406.59,282.05,337,1737.48
7100,711.84,406.59,283.27,337,1738.7
7102,711.84,407.81,282.05,338.22,1739.92
7104,711.84,407.81,282.05,337,1738.7
7106,711.84,407.81,282.05,337,1738.7
7108,711.84,406.59,282.05,337,1737.48
7110,711.84,407.81,282.05,337,1738.7
7112,711.84,407.81,282.05,337,1738.7
7114,711.84,407.81,282.05,337,1738.7
7116,711.84,407.81,282.05,338.22,1739.92
7118,711.84,406.59,282.05,337,1737.48
7120,711.84,407.81,282.05,337,1738.7
7122,711.84,406.59,282.05,337,1737.48
7124,711.84,407.81,282.05,337,1738.7
7126,711.84,407.81,282.05,338.22,1739.92
7128,711.84,407.81,280.83,337,1737.48
7130,711.84,406.59,282.05,337,1737.48
7132,711.84,407.81,283.27,337,1739.92
7134,711.84,406.59,282.05,337,1737.48
7136,711.84,406.59,282.05,337,1737.48
7138,711.84,406.59,282.05,337,1737.48
7140,711.84,406.59,283.27,337,1738.7
7142,711.84,406.59,282.05,337,1737.48
7144,711.84,407.81,282.05,337,1738.7
7146,711.84,406.59,282.05,337,1737.48
7148,710.62,406.59,282.05,337,1736.26
7150,711.84,406.59,282.05,337,1737.48
7152,710.62,407.81,282.05,335.78,1736.26
7154,710.62,407.81,282.05,337,1737.48
7156,711.84,406.59,283.27,335.78,1737.48
7158,711.84,407.81,282.05,337,1738.7
7160,711.84,407.81,282.05,335.78,1737.48
7162,711.84,407.81,282.05,337,1738.7
7164,711.84,406.59,282.05,337,1737.48
7166,711.84,407.81,283.27,337,1739.92
7168,710.62,407.81,282.05,337,1737.48
7170,710.62,407.81,283.27,337,1738.7
7172,711.84,406.59,283.27,337,1738.7
7174,711.84,407.81,283.27,338.22,1741.14
7176,711.84,407.81,282.05,337,1738.7
7178,710.62,407.81,282.05,337,1737.48
7180,710.62,406.59,282.05,337,1736.26
7182,710.62,407.81,283.27,337,1738.7
7184,711.84,407.81,282.05,337,1738.7
7186,711.84,407.81,282.05,337,1738.7
7188,710.62,407.81,282.05,337,1737.48
7190,710.62,406.59,283.27,338.22,1738.7
7192,711.84,406.59,283.27,337,1738.7
7194,710.62,406.59,282.05,337,1736.26
7196,711.84,406.59,282.05,337,1737.48
7198,711.84,407.81,282.05,337,1738.7
7200,710.62,406.59,282.05,337,1736.26
7202,711.84,406.59,282.05,337,1737.48
7204,711.84,406.59,282.05,338.22,1738.7
7206,711.84,407.81,283.27,337,1739.92
7208,711.84,406.59,282.05,337,1737.48
7210,711.84,407.81,282.05,337,1738.7
7212,711.84,406.59,283.27,337,1738.7
7214,711.84,407.81,282.05,337,1738.7
7216,711.84,406.59,282.05,337,1737.48
7218,711.84,407.81,283.27,338.22,1741.14
7220,711.84,406.59,282.05,337,1737.48
7222,711.84,407.81,282.05,337,1738.7
7224,711.84,406.59,282.05,337,1737.48
7226,710.62,406.59,282.05,337,1736.26
7228,710.62,406.59,282.05,337,1736.26
7230,710.62,406.59,282.05,338.22,1737.48
7232,711.84,406.59,283.27,337,1738.7
7234,711.84,405.37,283.27,338.22,1738.7
7236,711.84,406.59,283.27,337,1738.7
7238,710.62,407.81,283.27,337,1738.7
7240,710.62,406.59,283.27,338.22,1738.7
7242,710.62,406.59,283.27,337,1737.48
7244,710.62,406.59,283.27,338.22,1738.7
7246,711.84,407.81,282.05,338.22,1739.92
7248,711.84,406.59,283.27,337,1738.7
7250,711.84,406.59,282.05,337,1737.48
7252,711.84,407.81,282.05,338.22,1739.92
7254,710.62,407.81,283.27,337,1738.7
7256,711.84,407.81,282.05,338.22,1739.92
7258,710.62,406.59,283.27,337,1737.48
7260,710.62,407.81,282.05,337,1737.48
7262,710.62,407.81,282.05,337,1737.48
7264,711.84,406.59,282.05,337,1737.48
7266,710.62,406.59,282.05,337,1736.26
7268,711.84,406.59,282.05,337,1737.48
7270,710.62,406.59,283.27,337,1737.48
7272,710.62,406.59,283.27,337,1737.48
7274,711.84,406.59,282.05,337,1737.48
7276,710.62,406.59,283.27,337,1737.48
7278,710.62,407.81,283.27,337,1738.7
7280,710.62,406.59,283.27,337,1737.48
7282,711.84,407.81,283.27,337,1739.92
7284,711.84,407.81,283.27,337,1739.92
7286,711.84,407.81,283.27,337,1739.92
7288,710.62,406.59,282.05,338.22,1737.48
7290,711.84,406.59,283.27,337,1738.7
7292,711.84,407.81,282.05,337,1738.7
7294,710.62,406.59,282.05,337,1736.26
7296,711.84,407.81,282.05,337,1738.7
7298,711.84,407.81,283.27,337,1739.92
7300,710.62,406.59,283.27,337,1737.48
7302,710.62,406.59,282.05,335.78,1735.04
7304,711.84,407.81,282.05,335.78,1737.48
7306,710.62,406.59,282.05,337,1736.26
7308,711.84,406.59,282.05,337,1737.48
7310,710.62,407.81,282.05,337,1737.48
7312,710.62,406.59,282.05,337,1736.26
7314,711.84,407.81,282.05,337,1738.7
7316,710.62,406.59,282.05,337,1736.26
7318,711.84,406.59,282.05,337,1737.48
7320,710.62,406.59,282.05,337,1736.26
7322,711.84,406.59,282.05,335.78,1736.26
7324,710.62,406.59,282.05,337,1736.26
7326,710.62,406.59,282.05,337,1736.26
7328,711.84,406.59,282.05,337,1737.48
7330,710.62,407.81,282.05,337,1737.48
7332,711.84,407.81,282.05,335.78,1737.48
7334,711.84,406.59,282.05,337,1737.48
7336,711.84,406.59,283.27,337,1738.7
7338,711.84,407.81,282.05,337,1738.7
7340,711.84,406.59,282.05,337,1737.48
7342,711.84,407.81,282.05,337,1738.7
7344,711.84,406.59,282.05,338.22,1738.7
7346,710.62,406.59,282.05,337,1736.26
7348,711.84,406.59,283.27,338.22,1739.92
7350,710.62,406.59,282.05,335.78,1735.04
7352,710.62,406.59,282.05,338.22,1737.48
7354,710.62,406.59,282.05,337,1736.26
7356,711.84,406.59,282.05,337,1737.48
7358,711.84,407.81,283.27,337,1739.92
7360,710.62,406.59,282.05,337,1736.26
7362,711.84,406.59,282.05,338.22,1738.7
7364,711.84,406.59,283.27,337,1738.7
7366,711.84,406.59,282.05,337,1737.48
7368,711.84,407.81,282.05,335.78,1737.48
7370,710.62,406.59,282.05,337,1736.26
7372,710.62,406.59,282.05,338.22,1737.48
7374,711.84,406.59,282.05,337,1737.48
7376,711.84,407.81,282.05,337,1738.7
7378,710.62,406.59,282.05,335.78,1735.04
7380,710.62,407.81,282.05,337,1737.48
7382,710.62,407.81,282.05,337,1737.48
7384,710.62,407.81,282.05,335.78,1736.26
7386,710.62,406.59,282.05,337,1736.26
7388,710.62,407.81,282.05,337,1737.48
7390,710.62,406.59,282.05,337,1736.26
7392,710.62,406.59,282.05,337,1736.26
7394,711.84,406.59,282.05,337,1737.48
7396,710.62,407.81,283.27,337,1738.7
7398,710.62,406.59,282.05,337,1736.26
7400,710.62,407.81,282.05,337,1737.48
7402,710.62,406.59,283.27,337,1737.48
7404,710.62,406.59,282.05,337,1736.26
7406,710.62,406.59,283.27,337,1737.48
7408,710.62,406.59,282.05,337,1736.26
7410,710.62,407.81,282.05,338.22,1738.7
7412,710.62,406.59,282.05,337,1736.26
7414,710.62,406.59,283.27,337,1737.48
7416,711.84,407.81,282.05,335.78,1737.48
7418,710.62,407.81,283.27,335.78,1737.48
7420,711.84,406.59,282.05,335.78,1736.26
7422,711.84,406.59,282.05,338.22,1738.7
7424,710.62,407.81,282.05,338.22,1738.7
7426,711.84,407.81,282.05,337,1738.7
7428,710.62,407.81,282.05,335.78,1736.26
7430,711.84,407.81,282.05,337,1738.7
7432,711.84,407.81,282.05,335.78,1737.48
7434,710.62,407.81,282.05,337,1737.48
7436,710.62,407.81,283.27,337,1738.7
7438,710.62,407.81,282.05,338.22,1738.7
7440,710.62,407.81,283.27,337,1738.7
7442,710.62,407.81,283.27,337,1738.7
7444,711.84,407.81,282.05,337,1738.7
7446,710.62,406.59,283.27,338.22,1738.7
7448,710.62,406.59,283.27,337,1737.48
7450,710.62,407.81,282.05,337,1737.48
7452,710.62,406.59,283.27,338.22,1738.7
7454,711.84,406.59,282.05,337,1737.48
7456,711.84,407.81,282.05,338.22,1739.92
7458,710.62,406.59,282.05,337,1736.26
7460,711.84,407.81,282.05,338.22,1739.92
7462,710.62,407.81,282.05,337,1737.48
7464,710.62,407.81,282.05,337,1737.48
7466,710.62,406.59,282.05,337,1736.26
7468,711.84,406.59,282.05,337,1737.48
7470,711.84,407.81,283.27,337,1739.92
7472,710.62,406.59,283.27,335.78,1736.26
7474,711.84,407.81,282.05,337,1738.7
7476,711.84,407.81,282.05,337,1738.7
7478,710.62,407.81,282.05,335.78,1736.26
7480,710.62,407.81,282.05,337,1737.48
