"Latest: Time (s)","Latest: Force 1 (N)","Latest: Force 2 (N)","Latest: Force 3 (N)","Latest: Force 4 (N)","Latest: Total Force (N)"
15727,289.38,717.95,328.45,402.93,1738.71
15731,289.38,716.73,327.23,402.93,1736.27
15735,289.38,717.95,328.45,401.71,1737.49
15739,289.38,717.95,329.67,401.71,1738.71
15743,288.16,717.95,329.67,401.71,1737.49
15747,286.94,721.61,330.89,399.27,1738.71
15751,288.16,721.61,329.67,398.05,1737.49
15755,288.16,721.61,330.89,398.05,1738.71
15759,288.16,721.61,330.89,396.83,1737.49
15763,288.16,720.39,329.67,399.27,1737.49
15767,289.38,719.17,329.67,400.49,1738.71
15771,289.38,719.17,329.67,399.27,1737.49
15775,289.38,719.17,329.67,400.49,1738.71
15779,289.38,720.39,329.67,399.27,1738.71
15783,289.38,719.17,329.67,399.27,1737.49
15787,289.38,719.17,329.67,400.49,1738.71
15791,289.38,720.39,329.67,399.27,1738.71
15795,289.38,720.39,329.67,399.27,1738.71
15799,286.94,721.61,330.89,399.27,1738.71
15803,288.16,720.39,330.89,399.27,1738.71
15807,288.16,720.39,329.67,398.05,1736.27
15811,288.16,721.61,330.89,399.27,1739.93
15815,288.16,720.39,329.67,399.27,1737.49
15819,288.16,720.39,329.67,400.49,1738.71
15823,289.38,720.39,329.67,399.27,1738.71
15827,288.16,720.39,329.67,398.05,1736.27
15831,289.38,721.61,330.89,399.27,1741.15
15835,288.16,720.39,330.89,399.27,1738.71
15839,288.16,721.61,330.89,398.05,1738.71
15843,289.38,719.17,330.89,400.49,1739.93
15847,288.16,720.39,329.67,399.27,1737.49
15851,288.16,720.39,329.67,399.27,1737.49
15855,289.38,720.39,330.89,399.27,1739.93
15859,288.16,720.39,330.89,399.27,1738.71
15863,288.16,720.39,329.67,399.27,1737.49
15867,289.38,719.17,330.89,398.05,1737.49
15871,288.16,721.61,330.89,399.27,1739.93
15875,288.16,720.39,329.67,399.27,1737.49
15879,289.38,720.39,328.45,400.49,1738.71
15883,289.38,720.39,329.67,399.27,1738.71
15887,288.16,722.83,329.67,398.05,1738.71
15891,288.16,721.61,329.67,399.27,1738.71
15895,288.16,720.39,329.67,399.27,1737.49
15899,288.16,721.61,330.89,399.27,1739.93
15903,289.38,721.61,329.67,399.27,1739.93
15907,288.16,720.39,330.89,399.27,1738.71
15911,289.38,720.39,329.67,400.49,1739.93
15915,288.16,719.17,329.67,399.27,1736.27
15919,289.38,720.39,329.67,399.27,1738.71
15923,289.38,721.61,329.67,398.05,1738.71
15927,289.38,720.39,328.45,398.05,1736.27
15931,288.16,720.39,329.67,399.27,1737.49
15935,288.16,720.39,329.67,399.27,1737.49
15939,288.16,720.39,329.67,399.27,1737.49
15943,288.16,721.61,329.67,400.49,1739.93
15947,288.16,720.39,329.67,398.05,1736.27
15951,288.16,720.39,328.45,398.05,1735.05
15955,288.16,720.39,328.45,399.27,1736.27
15959,288.16,720.39,329.67,399.27,1737.49
15963,288.16,720.39,329.67,399.27,1737.49
15967,289.38,720.39,329.67,398.05,1737.49
15971,289.38,720.39,329.67,399.27,1738.71
15975,289.38,720.39,328.45,399.27,1737.49
15979,289.38,721.61,329.67,398.05,1738.71
15983,288.16,721.61,329.67,399.27,1738.71
15987,288.16,721.61,329.67,399.27,1738.71
15991,288.16,721.61,329.67,398.05,1737.49
15995,288.16,721.61,329.67,398.05,1737.49
15999,289.38,721.61,329.67,398.05,1738.71
16003,288.16,721.61,329.67,398.05,1737.49
16007,288.16,721.61,329.67,399.27,1738.71
16011,288.16,719.17,329.67,399.27,1736.27
16015,289.38,720.39,329.67,400.49,1739.93
16019,289.38,720.39,329.67,399.27,1738.71
16023,289.38,720.39,329.67,399.27,1738.71
16027,288.16,720.39,329.67,400.49,1738.71
16031,289.38,720.39,329.67,399.27,1738.71
16035,289.38,720.39,329.67,400.49,1739.93
16039,288.16,720.39,329.67,400.49,1738.71
16043,289.38,720.39,330.89,400.49,1741.15
16047,289.38,720.39,329.67,400.49,1739.93
16051,289.38,720.39,329.67,399.27,1738.71
16055,288.16,720.39,330.89,399.27,1738.71
16059,288.16,721.61,329.67,399.27,1738.71
16063,288.16,720.39,329.67,399.27,1737.49
16067,288.16,720.39,330.89,399.27,1738.71
16071,288.16,721.61,330.89,399.27,1739.93
16075,289.38,719.17,329.67,400.49,1738.71
16079,289.38,719.17,329.67,399.27,1737.49
16083,289.38,720.39,329.67,399.27,1738.71
16087,288.16,720.39,329.67,400.49,1738.71
16091,289.38,720.39,330.89,399.27,1739.93
16095,288.16,720.39,329.67,399.27,1737.49
16099,289.38,720.39,328.45,399.27,1737.49
16103,288.16,720.39,329.67,399.27,1737.49
16107,289.38,720.39,330.89,399.27,1739.93
16111,289.38,720.39,329.67,400.49,1739.93
16115,289.38,720.39,329.67,400.49,1739.93
16119,288.16,720.39,329.67,400.49,1738.71
16123,289.38,719.17,329.67,399.27,1737.49
16127,289.38,721.61,328.45,398.05,1737.49
16131,289.38,721.61,328.45,400.49,1739.93
16135,288.16,721.61,328.45,400.49,1738.71
16139,289.38,721.61,328.45,400.49,1739.93
16143,289.38,721.61,328.45,399.27,1738.71
16147,289.38,720.39,329.67,400.49,1739.93
16151,289.38,720.39,329.67,400.49,1739.93
16155,289.38,720.39,329.67,400.49,1739.93
16159,288.16,720.39,329.67,400.49,1738.71
16163,289.38,720.39,328.45,399.27,1737.49
16167,289.38,720.39,328.45,400.49,1738.71
16171,288.16,720.39,329.67,400.49,1738.71
16175,289.38,720.39,329.67,399.27,1738.71
16179,289.38,720.39,329.67,399.27,1738.71
16183,288.16,721.61,329.67,399.27,1738.71
16187,288.16,720.39,329.67,399.27,1737.49
16191,286.94,720.39,330.89,400.49,1738.71
16195,289.38,720.39,329.67,401.71,1741.15
16199,288.16,721.61,329.67,399.27,1738.71
16203,288.16,720.39,329.67,399.27,1737.49
16207,288.16,720.39,329.67,400.49,1738.71
16211,288.16,720.39,329.67,399.27,1737.49
16215,288.16,721.61,330.89,399.27,1739.93
16219,288.16,720.39,329.67,399.27,1737.49
16223,289.38,720.39,330.89,398.05,1738.71
16227,288.16,720.39,330.89,399.27,1738.71
16231,289.38,721.61,329.67,398.05,1738.71
16235,288.16,720.39,329.67,399.27,1737.49
16239,289.38,721.61,330.89,399.27,1741.15
16243,289.38,721.61,329.67,398.05,1738.71
16247,289.38,720.39,330.89,399.27,1739.93
16251,290.6,719.17,329.67,400.49,1739.93
16255,289.38,719.17,328.45,400.49,1737.49
16259,289.38,719.17,328.45,400.49,1737.49
16263,289.38,719.17,329.67,401.71,1739.93
16267,288.16,720.39,330.89,399.27,1738.71
16271,289.38,720.39,330.89,400.49,1741.15
16275,288.16,719.17,330.89,399.27,1737.49
16279,289.38,721.61,329.67,399.27,1739.93
16283,288.16,721.61,329.67,399.27,1738.71
16287,288.16,721.61,329.67,399.27,1738.71
16291,288.16,721.61,330.89,400.49,1741.15
16295,289.38,719.17,329.67,400.49,1738.71
16299,288.16,721.61,328.45,398.05,1736.27
16303,288.16,720.39,328.45,399.27,1736.27
16307,288.16,721.61,329.67,399.27,1738.71
16311,289.38,720.39,329.67,399.27,1738.71
16315,289.38,721.61,328.45,399.27,1738.71
16319,289.38,720.39,328.45,399.27,1737.49
16323,289.38,721.61,329.67,399.27,1739.93
16327,289.38,721.61,328.45,400.49,1739.93
16331,289.38,720.39,328.45,399.27,1737.49
16335,288.16,721.61,328.45,399.27,1737.49
16339,289.38,721.61,328.45,399.27,1738.71
16343,289.38,720.39,328.45,399.27,1737.49
16347,289.38,720.39,328.45,400.49,1738.71
16351,288.16,721.61,328.45,399.27,1737.49
16355,288.16,721.61,328.45,399.27,1737.49
16359,289.38,721.61,329.67,399.27,1739.93
16363,289.38,720.39,329.67,400.49,1739.93
16367,289.38,720.39,329.67,399.27,1738.71
16371,289.38,719.17,329.67,399.27,1737.49
16375,288.16,719.17,329.67,400.49,1737.49
16379,288.16,721.61,329.67,399.27,1738.71
16383,289.38,720.39,329.67,400.49,1739.93
16387,289.38,720.39,329.67,399.27,1738.71
16391,289.38,721.61,329.67,399.27,1739.93
16395,289.38,721.61,329.67,398.05,1738.71
16399,289.38,720.39,329.67,400.49,1739.93
16403,289.38,720.39,329.67,400.49,1739.93
16407,289.38,720.39,329.67,399.27,1738.71
16411,289.38,720.39,329.67,399.27,1738.71
16415,289.38,720.39,329.67,400.49,1739.93
16419,289.38,720.39,328.45,400.49,1738.71
16423,289.38,720.39,329.67,400.49,1739.93
16427,289.38,720.39,329.67,400.49,1739.93
16431,289.38,720.39,328.45,400.49,1738.71
16435,289.38,720.39,328.45,400.49,1738.71
16439,289.38,720.39,329.67,400.49,1739.93
16443,289.38,720.39,329.67,399.27,1738.71
16447,289.38,720.39,328.45,399.27,1737.49
16451,289.38,720.39,329.67,399.27,1738.71
16455,289.38,720.39,328.45,399.27,1737.49
16459,289.38,720.39,328.45,399.27,1737.49
16463,289.38,720.39,329.67,400.49,1739.93
16467,289.38,719.17,329.67,399.27,1737.49
16471,289.38,719.17,328.45,400.49,1737.49
16475,288.16,721.61,329.67,398.05,1737.49
16479,289.38,720.39,329.67,398.05,1737.49
16483,288.16,720.39,329.67,399.27,1737.49
16487,288.16,720.39,329.67,399.27,1737.49
16491,289.38,720.39,329.67,399.27,1738.71
16495,289.38,721.61,329.67,399.27,1739.93
16499,289.38,720.39,329.67,399.27,1738.71
16503,288.16,720.39,329.67,400.49,1738.71
16507,289.38,720.39,329.67,400.49,1739.93
16511,289.38,720.39,329.67,400.49,1739.93
16515,289.38,719.17,328.45,400.49,1737.49
16519,289.38,720.39,329.67,400.49,1739.93
16523,289.38,719.17,328.45,400.49,1737.49
16527,288.16,720.39,329.67,400.49,1738.71
16531,288.16,720.39,328.45,401.71,1738.71
16535,289.38,720.39,329.67,399.27,1738.71
16539,289.38,720.39,329.67,399.27,1738.71
16543,289.38,719.17,329.67,399.27,1737.49
16547,289.38,720.39,329.67,399.27,1738.71
16551,289.38,720.39,329.67,399.27,1738.71
16555,289.38,720.39,329.67,399.27,1738.71
16559,288.16,720.39,329.67,400.49,1738.71
16563,288.16,720.39,328.45,400.49,1737.49
16567,289.38,720.39,328.45,399.27,1737.49
16571,289.38,719.17,330.89,399.27,1738.71
16575,289.38,720.39,329.67,400.49,1739.93
16579,288.16,720.39,329.67,399.27,1737.49
16583,289.38,720.39,329.67,399.27,1738.71
16587,289.38,720.39,328.45,400.49,1738.71
16591,289.38,720.39,328.45,399.27,1737.49
16595,289.38,719.17,329.67,400.49,1738.71
16599,289.38,720.39,329.67,401.71,1741.15
16603,288.16,719.17,329.67,400.49,1737.49
16607,288.16,719.17,329.67,399.27,1736.27
16611,288.16,720.39,329.67,399.27,1737.49
16615,289.38,720.39,329.67,399.27,1738.71
16619,288.16,720.39,329.67,398.05,1736.27
16623,288.16,720.39,329.67,399.27,1737.49
16627,289.38,720.39,329.67,399.27,1738.71
16631,289.38,720.39,330.89,400.49,1741.15
16635,289.38,720.39,329.67,400.49,1739.93
16639,288.16,720.39,329.67,398.05,1736.27
16643,288.16,720.39,329.67,399.27,1737.49
16647,289.38,719.17,330.89,400.49,1739.93
16651,289.38,720.39,329.67,400.49,1739.93
16655,289.38,719.17,330.89,399.27,1738.71
16659,289.38,720.39,329.67,400.49,1739.93
16663,289.38,720.39,329.67,399.27,1738.71
16667,289.38,721.61,329.67,399.27,1739.93
16671,289.38,720.39,329.67,400.49,1739.93
16675,289.38,720.39,330.89,399.27,1739.93
16679,288.16,720.39,329.67,399.27,1737.49
16683,289.38,720.39,329.67,399.27,1738.71
16687,289.38,721.61,330.89,400.49,1742.37
16691,289.38,719.17,329.67,399.27,1737.49
16695,289.38,720.39,329.67,399.27,1738.71
16699,289.38,720.39,329.67,399.27,1738.71
16703,289.38,720.39,329.67,399.27,1738.71
16707,289.38,720.39,330.89,399.27,1739.93
16711,289.38,719.17,329.67,399.27,1737.49
16715,289.38,720.39,329.67,400.49,1739.93
16719,289.38,720.39,328.45,400.49,1738.71
16723,288.16,719.17,329.67,400.49,1737.49
16727,288.16,721.61,329.67,400.49,1739.93
16731,289.38,720.39,329.67,399.27,1738.71
16735,289.38,720.39,329.67,399.27,1738.71
16739,289.38,720.39,329.67,400.49,1739.93
16743,289.38,720.39,329.67,399.27,1738.71
16747,289.38,720.39,329.67,400.49,1739.93
16751,289.38,721.61,329.67,399.27,1739.93
16755,289.38,720.39,329.67,399.27,1738.71
16759,288.16,720.39,329.67,400.49,1738.71
16763,289.38,720.39,330.89,399.27,1739.93
16767,288.16,720.39,329.67,399.27,1737.49
16771,289.38,720.39,329.67,399.27,1738.71
16775,288.16,720.39,329.67,399.27,1737.49
16779,288.16,720.39,329.67,400.49,1738.71
16783,289.38,720.39,329.67,400.49,1739.93
16787,289.38,720.39,329.67,399.27,1738.71
16791,288.16,721.61,330.89,399.27,1739.93
16795,289.38,720.39,329.67,400.49,1739.93
16799,289.38,719.17,329.67,400.49,1738.71
16803,289.38,720.39,329.67,400.49,1739.93
16807,288.16,719.17,329.67,400.49,1737.49
16811,289.38,720.39,329.67,400.49,1739.93
16815,289.38,719.17,329.67,401.71,1739.93
16819,289.38,719.17,328.45,399.27,1736.27
16823,289.38,719.17,328.45,400.49,1737.49
16827,289.38,720.39,329.67,400.49,1739.93
16831,289.38,720.39,329.67,399.27,1738.71
16835,289.38,720.39,329.67,399.27,1738.71
16839,289.38,719.17,329.67,400.49,1738.71
16843,289.38,719.17,328.45,400.49,1737.49
16847,289.38,719.17,329.67,400.49,1738.71
16851,289.38,719.17,329.67,399.27,1737.49
16855,289.38,720.39,329.67,399.27,1738.71
16859,289.38,720.39,329.67,400.49,1739.93
16863,289.38,719.17,329.67,399.27,1737.49
16867,289.38,721.61,329.67,399.27,1739.93
16871,289.38,720.39,329.67,399.27,1738.71
16875,289.38,720.39,329.67,399.27,1738.71
16879,289.38,719.17,329.67,399.27,1737.49
16883,289.38,719.17,329.67,399.27,1737.49
16887,288.16,719.17,328.45,399.27,1735.05
16891,288.16,721.61,329.67,399.27,1738.71
16895,289.38,720.39,329.67,399.27,1738.71
16899,289.38,720.39,328.45,399.27,1737.49
16903,290.6,719.17,328.45,400.49,1738.71
16907,289.38,720.39,328.45,400.49,1738.71
16911,289.38,721.61,329.67,401.71,1742.37
16915,288.16,720.39,329.67,399.27,1737.49
16919,289.38,720.39,329.67,399.27,1738.71
16923,289.38,720.39,329.67,399.27,1738.71
16927,288.16,720.39,329.67,399.27,1737.49
16931,289.38,720.39,329.67,399.27,1738.71
16935,289.38,721.61,329.67,399.27,1739.93
16939,288.16,720.39,329.67,398.05,1736.27
16943,288.16,719.17,329.67,399.27,1736.27
16947,289.38,720.39,328.45,400.49,1738.71
16951,289.38,720.39,329.67,399.27,1738.71
16955,288.16,721.61,329.67,398.05,1737.49
16959,289.38,721.61,329.67,398.05,1738.71
16963,289.38,720.39,329.67,399.27,1738.71
16967,288.16,721.61,328.45,399.27,1737.49
16971,288.16,720.39,329.67,396.83,1735.05
16975,289.38,720.39,329.67,400.49,1739.93
16979,289.38,720.39,329.67,399.27,1738.71
16983,289.38,720.39,328.45,399.27,1737.49
16987,288.16,720.39,329.67,399.27,1737.49
16991,289.38,720.39,329.67,399.27,1738.71
16995,289.38,721.61,329.67,399.27,1739.93
16999,286.94,720.39,329.67,399.27,1736.27
17003,288.16,719.17,329.67,398.05,1735.05
17007,288.16,719.17,329.67,400.49,1737.49
17011,288.16,720.39,329.67,399.27,1737.49
17015,289.38,720.39,329.67,398.05,1737.49
17019,288.16,720.39,329.67,399.27,1737.49
17023,288.16,720.39,329.67,399.27,1737.49
17027,289.38,720.39,329.67,399.27,1738.71
17031,289.38,720.39,328.45,399.27,1737.49
17035,288.16,720.39,328.45,399.27,1736.27
17039,289.38,721.61,330.89,399.27,1741.15
17043,289.38,720.39,329.67,399.27,1738.71
17047,289.38,721.61,328.45,400.49,1739.93
17051,289.38,721.61,328.45,399.27,1738.71
17055,288.16,720.39,329.67,400.49,1738.71
17059,289.38,720.39,329.67,399.27,1738.71
17063,289.38,720.39,329.67,399.27,1738.71
17067,288.16,721.61,329.67,399.27,1738.71
17071,289.38,719.17,329.67,399.27,1737.49
17075,289.38,720.39,329.67,399.27,1738.71
17079,289.38,719.17,329.67,400.49,1738.71
17083,289.38,720.39,329.67,399.27,1738.71
17087,288.16,721.61,329.67,398.05,1737.49
17091,289.38,720.39,330.89,399.27,1739.93
17095,289.38,720.39,329.67,400.49,1739.93
17099,288.16,721.61,329.67,399.27,1738.71
17103,288.16,721.61,329.67,398.05,1737.49
17107,288.16,720.39,329.67,398.05,1736.27
17111,289.38,721.61,329.67,399.27,1739.93
17115,289.38,721.61,329.67,398.05,1738.71
17119,289.38,720.39,328.45,399.27,1737.49
17123,289.38,720.39,329.67,399.27,1738.71
17127,288.16,721.61,329.67,398.05,1737.49
17131,288.16,720.39,329.67,399.27,1737.49
17135,289.38,721.61,329.67,399.27,1739.93
17139,288.16,721.61,328.45,399.27,1737.49
17143,289.38,720.39,329.67,400.49,1739.93
17147,289.38,720.39,329.67,399.27,1738.71
17151,288.16,720.39,329.67,399.27,1737.49
17155,289.38,720.39,329.67,400.49,1739.93
17159,288.16,720.39,329.67,399.27,1737.49
17163,289.38,720.39,328.45,400.49,1738.71
17167,289.38,720.39,329.67,400.49,1739.93
17171,288.16,721.61,329.67,399.27,1738.71
17175,289.38,720.39,329.67,399.27,1738.71
17179,288.16,719.17,329.67,399.27,1736.27
17183,289.38,720.39,329.67,399.27,1738.71
17187,288.16,719.17,329.67,400.49,1737.49
17191,289.38,717.95,328.45,401.71,1737.49
17195,289.38,719.17,329.67,401.71,1739.93
17199,289.38,717.95,328.45,401.71,1737.49
17203,289.38,717.95,328.45,401.71,1737.49
17207,289.38,717.95,328.45,402.93,1738.71
17211,290.6,717.95,328.45,401.71,1738.71
17215,289.38,717.95,329.67,402.93,1739.93
17219,289.38,717.95,329.67,401.71,1738.71
17223,289.38,717.95,329.67,402.93,1739.93
17227,290.6,719.17,328.45,402.93,1741.15
17231,289.38,717.95,329.67,402.93,1739.93
17235,289.38,717.95,329.67,401.71,1738.71
17239,289.38,717.95,328.45,401.71,1737.49
17243,289.38,719.17,329.67,401.71,1739.93
17247,290.6,717.95,328.45,401.71,1738.71
17251,289.38,719.17,328.45,400.49,1737.49
17255,289.38,717.95,328.45,401.71,1737.49
17259,290.6,717.95,328.45,402.93,1739.93
17263,289.38,717.95,328.45,402.93,1738.71
17267,289.38,716.73,328.45,401.71,1736.27
17271,290.6,719.17,328.45,402.93,1741.15
17275,289.38,716.73,328.45,402.93,1737.49
17279,289.38,717.95,328.45,402.93,1738.71
17283,289.38,717.95,328.45,401.71,1737.49
17287,289.38,717.95,328.45,402.93,1738.71
17291,290.6,717.95,327.23,402.93,1738.71
17295,290.6,717.95,329.67,402.93,1741.15
17299,289.38,716.73,328.45,402.93,1737.49
17303,290.6,717.95,328.45,402.93,1739.93
17307,289.38,717.95,328.45,402.93,1738.71
17311,290.6,717.95,328.45,401.71,1738.71
17315,289.38,716.73,328.45,401.71,1736.27
17319,290.6,717.95,328.45,401.71,1738.71
17323,289.38,717.95,328.45,401.71,1737.49
17327,289.38,717.95,328.45,402.93,1738.71
17331,289.38,717.95,328.45,401.71,1737.49
17335,289.38,717.95,329.67,401.71,1738.71
17339,289.38,717.95,328.45,402.93,1738.71
17343,289.38,717.95,327.23,402.93,1737.49
17347,289.38,717.95,328.45,402.93,1738.71
17351,290.6,719.17,328.45,402.93,1741.15
17355,289.38,717.95,328.45,402.93,1738.71
17359,290.6,717.95,328.45,402.93,1739.93
17363,289.38,717.95,328.45,402.93,1738.71
17367,290.6,719.17,328.45,401.71,1739.93
17371,289.38,717.95,328.45,402.93,1738.71
17375,289.38,717.95,329.67,401.71,1738.71
17379,289.38,717.95,329.67,401.71,1738.71
17383,289.38,717.95,328.45,401.71,1737.49
17387,289.38,719.17,328.45,401.71,1738.71
17391,289.38,717.95,328.45,401.71,1737.49
17395,289.38,717.95,328.45,401.71,1737.49
17399,290.6,716.73,327.23,402.93,1737.49
17403,289.38,719.17,328.45,401.71,1738.71
17407,290.6,717.95,328.45,402.93,1739.93
17411,290.6,717.95,328.45,401.71,1738.71
17415,288.16,720.39,330.89,399.27,1738.71
17419,289.38,719.17,329.67,400.49,1738.71
17423,289.38,721.61,329.67,400.49,1741.15
17427,289.38,720.39,329.67,399.27,1738.71
17431,289.38,720.39,329.67,399.27,1738.71
17435,289.38,720.39,329.67,399.27,1738.71
17439,289.38,720.39,329.67,399.27,1738.71
17443,289.38,721.61,329.67,399.27,1739.93
17447,289.38,720.39,330.89,399.27,1739.93
17451,288.16,721.61,329.67,398.05,1737.49
17455,289.38,719.17,329.67,399.27,1737.49
17459,289.38,721.61,329.67,399.27,1739.93
17463,288.16,720.39,329.67,400.49,1738.71
17467,289.38,720.39,330.89,398.05,1738.71
17471,289.38,720.39,329.67,399.27,1738.71
17475,290.6,720.39,329.67,400.49,1741.15
17479,289.38,722.83,330.89,398.05,1741.15
17483,289.38,720.39,330.89,399.27,1739.93
17487,289.38,720.39,329.67,399.27,1738.71
17491,289.38,721.61,329.67,399.27,1739.93
17495,289.38,720.39,329.67,400.49,1739.93
17499,289.38,720.39,329.67,400.49,1739.93
17503,288.16,720.39,329.67,399.27,1737.49
17507,289.38,720.39,329.67,400.49,1739.93
17511,289.38,721.61,329.67,399.27,1739.93
17515,289.38,721.61,329.67,399.27,1739.93
17519,289.38,720.39,329.67,399.27,1738.71
17523,289.38,720.39,329.67,400.49,1739.93
17527,289.38,720.39,329.67,399.27,1738.71
17531,289.38,720.39,329.67,400.49,1739.93
17535,289.38,720.39,329.67,400.49,1739.93
17539,289.38,720.39,329.67,399.27,1738.71
17543,289.38,719.17,330.89,401.71,1741.15
17547,289.38,719.17,329.67,401.71,1739.93
17551,289.38,719.17,328.45,400.49,1737.49
17555,289.38,719.17,328.45,400.49,1737.49
17559,289.38,721.61,329.67,398.05,1738.71
17563,289.38,720.39,329.67,399.27,1738.71
17567,289.38,720.39,329.67,399.27,1738.71
17571,289.38,720.39,329.67,400.49,1739.93
17575,289.38,720.39,329.67,399.27,1738.71
17579,289.38,720.39,328.45,400.49,1738.71
17583,289.38,720.39,329.67,400.49,1739.93
17587,289.38,719.17,329.67,400.49,1738.71
17591,289.38,719.17,330.89,399.27,1738.71
17595,289.38,720.39,329.67,400.49,1739.93
17599,289.38,719.17,329.67,399.27,1737.49
17603,288.16,720.39,328.45,399.27,1736.27
17607,289.38,720.39,329.67,399.27,1738.71
17611,289.38,720.39,329.67,400.49,1739.93
17615,289.38,719.17,328.45,401.71,1738.71
17619,289.38,720.39,329.67,400.49,1739.93
17623,289.38,720.39,328.45,400.49,1738.71
17627,289.38,719.17,329.67,399.27,1737.49
17631,289.38,720.39,329.67,400.49,1739.93
17635,289.38,720.39,329.67,399.27,1738.71
17639,289.38,720.39,329.67,399.27,1738.71
17643,289.38,719.17,329.67,400.49,1738.71
17647,289.38,720.39,329.67,399.27,1738.71
17651,289.38,720.39,329.67,399.27,1738.71
17655,289.38,720.39,329.67,399.27,1738.71
17659,289.38,721.61,329.67,399.27,1739.93
17663,289.38,721.61,329.67,399.27,1739.93
17667,289.38,720.39,329.67,399.27,1738.71
17671,290.6,719.17,329.67,400.49,1739.93
17675,289.38,719.17,329.67,400.49,1738.71
17679,290.6,720.39,329.67,401.71,1742.37
17683,289.38,720.39,329.67,401.71,1741.15
17687,289.38,720.39,328.45,400.49,1738.71
17691,289.38,720.39,329.67,399.27,1738.71
17695,289.38,720.39,329.67,400.49,1739.93
17699,289.38,720.39,329.67,400.49,1739.93
17703,289.38,720.39,329.67,401.71,1741.15
17707,289.38,719.17,329.67,400.49,1738.71
17711,289.38,719.17,328.45,400.49,1737.49
17715,289.38,720.39,329.67,400.49,1739.93
17719,289.38,720.39,329.67,400.49,1739.93
17723,289.38,720.39,329.67,399.27,1738.71
17727,289.38,719.17,328.45,400.49,1737.49
17731,289.38,720.39,329.67,399.27,1738.71
17735,289.38,719.17,329.67,400.49,1738.71
17739,289.38,720.39,328.45,400.49,1738.71
17743,289.38,719.17,329.67,400.49,1738.71
17747,288.16,719.17,329.67,400.49,1737.49
17751,289.38,720.39,329.67,399.27,1738.71
17755,288.16,719.17,329.67,400.49,1737.49
17759,291.82,716.73,327.23,404.15,1739.93
17763,289.38,720.39,329.67,400.49,1739.93
17767,289.38,719.17,328.45,400.49,1737.49
17771,289.38,719.17,329.67,399.27,1737.49
17775,289.38,719.17,330.89,399.27,1738.71
17779,289.38,719.17,329.67,399.27,1737.49
17783,289.38,719.17,329.67,400.49,1738.71
17787,289.38,720.39,329.67,400.49,1739.93
17791,289.38,720.39,329.67,400.49,1739.93
17795,289.38,719.17,329.67,400.49,1738.71
17799,289.38,720.39,328.45,400.49,1738.71
17803,289.38,720.39,328.45,400.49,1738.71
17807,289.38,720.39,329.67,400.49,1739.93
17811,289.38,719.17,328.45,400.49,1737.49
17815,289.38,719.17,329.67,399.27,1737.49
17819,289.38,719.17,329.67,400.49,1738.71
17823,289.38,719.17,329.67,400.49,1738.71
17827,289.38,720.39,329.67,400.49,1739.93
17831,289.38,719.17,329.67,399.27,1737.49
17835,289.38,720.39,330.89,399.27,1739.93
17839,288.16,720.39,329.67,399.27,1737.49
17843,289.38,717.95,328.45,401.71,1737.49
17847,289.38,717.95,329.67,400.49,1737.49
17851,289.38,719.17,329.67,400.49,1738.71
17855,289.38,720.39,328.45,400.49,1738.71
17859,289.38,719.17,329.67,400.49,1738.71
17863,289.38,719.17,329.67,399.27,1737.49
17867,289.38,719.17,329.67,400.49,1738.71
17871,289.38,719.17,328.45,400.49,1737.49
17875,289.38,720.39,328.45,399.27,1737.49
17879,289.38,719.17,328.45,400.49,1737.49
17883,291.82,719.17,328.45,400.49,1739.93
17887,289.38,719.17,329.67,401.71,1739.93
17891,289.38,719.17,329.67,401.71,1739.93
17895,289.38,719.17,329.67,400.49,1738.71
17899,289.38,719.17,329.67,401.71,1739.93
17903,289.38,719.17,329.67,400.49,1738.71
17907,289.38,719.17,328.45,399.27,1736.27
17911,289.38,721.61,329.67,399.27,1739.93
17915,289.38,721.61,329.67,399.27,1739.93
17919,289.38,720.39,329.67,400.49,1739.93
17923,289.38,720.39,329.67,400.49,1739.93
17927,288.16,720.39,329.67,399.27,1737.49
17931,289.38,720.39,330.89,399.27,1739.93
17935,289.38,720.39,330.89,399.27,1739.93
17939,288.16,720.39,329.67,399.27,1737.49
17943,288.16,720.39,330.89,398.05,1737.49
17947,288.16,721.61,329.67,399.27,1738.71
17951,289.38,720.39,328.45,400.49,1738.71
17955,289.38,720.39,329.67,400.49,1739.93
17959,290.6,717.95,328.45,401.71,1738.71
17963,290.6,717.95,328.45,402.93,1739.93
17967,289.38,719.17,328.45,399.27,1736.27
17971,290.6,719.17,328.45,401.71,1739.93
17975,289.38,720.39,329.67,399.27,1738.71
17979,288.16,721.61,329.67,399.27,1738.71
17983,286.94,720.39,329.67,399.27,1736.27
17987,289.38,720.39,329.67,399.27,1738.71
17991,288.16,719.17,330.89,399.27,1737.49
17995,289.38,720.39,329.67,400.49,1739.93
17999,288.16,720.39,330.89,399.27,1738.71
18003,288.16,720.39,329.67,399.27,1737.49
18007,288.16,721.61,329.67,399.27,1738.71
18011,289.38,720.39,330.89,399.27,1739.93
18015,289.38,721.61,329.67,399.27,1739.93
18019,289.38,720.39,330.89,399.27,1739.93
18023,289.38,721.61,329.67,398.05,1738.71
18027,289.38,721.61,329.67,399.27,1739.93
18031,289.38,721.61,329.67,399.27,1739.93
18035,288.16,720.39,329.67,399.27,1737.49
18039,288.16,720.39,329.67,399.27,1737.49
18043,288.16,720.39,329.67,399.27,1737.49
