"Latest: Time (s)","Latest: Force 1 (N)","Latest: Force 2 (N)","Latest: Force 3 (N)","Latest: Force 4 (N)","Latest: Total Force (N)"
4759,280.83,700.85,304.03,387.06,1672.77
4760,282.05,699.63,306.47,385.84,1673.99
4761,283.27,699.63,302.81,387.06,1672.77
4762,282.05,699.63,302.81,387.06,1671.55
4763,283.27,698.41,301.59,385.84,1669.11
4764,282.05,698.41,302.81,387.06,1670.33
4765,283.27,698.41,304.03,384.62,1670.33
4766,282.05,700.85,304.03,385.84,1672.77
4767,282.05,699.63,304.03,387.06,1672.77
4768,283.27,697.19,302.81,388.28,1671.55
4769,283.27,697.19,302.81,387.06,1670.33
4770,282.05,698.41,302.81,387.06,1670.33
4771,283.27,698.41,302.81,387.06,1671.55
4772,283.27,698.41,302.81,387.06,1671.55
4773,283.27,699.63,302.81,387.06,1672.77
4774,282.05,698.41,304.03,387.06,1671.55
4775,282.05,698.41,301.59,387.06,1669.11
4776,283.27,698.41,302.81,387.06,1671.55
4777,283.27,698.41,304.03,387.06,1672.77
4778,282.05,698.41,302.81,388.28,1671.55
4779,282.05,702.08,305.25,385.84,1675.22
4780,284.49,698.41,302.81,384.62,1670.33
4781,277.17,706.96,316.24,385.84,1686.21
4782,282.05,699.63,302.81,385.84,1670.33
4783,282.05,699.63,302.81,387.06,1671.55
4784,282.05,699.63,302.81,385.84,1670.33
4785,282.05,699.63,302.81,385.84,1670.33
4786,280.83,700.85,302.81,387.06,1671.55
4787,282.05,699.63,304.03,385.84,1671.55
4788,282.05,699.63,304.03,385.84,1671.55
4789,282.05,700.85,304.03,387.06,1673.99
4790,282.05,698.41,304.03,385.84,1670.33
4791,282.05,698.41,302.81,385.84,1669.11
4792,283.27,699.63,304.03,384.62,1671.55
4793,282.05,700.85,304.03,384.62,1671.55
4794,283.27,698.41,304.03,385.84,1671.55
4795,282.05,699.63,302.81,385.84,1670.33
4796,282.05,698.41,304.03,385.84,1670.33
4797,282.05,699.63,304.03,385.84,1671.55
4798,283.27,699.63,304.03,387.06,1673.99
4799,282.05,699.63,304.03,387.06,1672.77
4800,282.05,699.63,304.03,385.84,1671.55
4801,282.05,699.63,305.25,385.84,1672.77
4802,282.05,698.41,304.03,385.84,1670.33
4803,282.05,699.63,305.25,385.84,1672.77
4804,282.05,700.85,304.03,385.84,1672.77
4805,282.05,699.63,304.03,387.06,1672.77
4806,283.27,698.41,304.03,385.84,1671.55
4807,283.27,698.41,304.03,385.84,1671.55
4808,282.05,700.85,304.03,387.06,1673.99
4809,282.05,700.85,305.25,385.84,1673.99
4810,282.05,698.41,304.03,385.84,1670.33
4811,282.05,700.85,304.03,385.84,1672.77
4812,282.05,700.85,304.03,385.84,1672.77
4813,282.05,698.41,304.03,385.84,1670.33
4814,283.27,699.63,304.03,385.84,1672.77
4815,283.27,699.63,304.03,385.84,1672.77
4816,282.05,700.85,302.81,388.28,1673.99
4817,282.05,699.63,304.03,388.28,1673.99
4818,282.05,699.63,304.03,385.84,1671.55
4819,282.05,700.85,304.03,387.06,1673.99
4820,282.05,700.85,304.03,385.84,1672.77
4821,283.27,699.63,304.03,385.84,1672.77
4822,282.05,699.63,304.03,385.84,1671.55
4823,282.05,700.85,304.03,385.84,1672.77
4824,282.05,698.41,304.03,387.06,1671.55
4825,282.05,698.41,304.03,387.06,1671.55
4826,282.05,700.85,305.25,385.84,1673.99
4827,282.05,700.85,304.03,387.06,1673.99
4828,282.05,700.85,304.03,385.84,1672.77
4829,283.27,699.63,304.03,385.84,1672.77
4830,282.05,699.63,304.03,385.84,1671.55
4831,282.05,699.63,304.03,387.06,1672.77
4832,282.05,699.63,302.81,385.84,1670.33
4833,283.27,699.63,304.03,387.06,1673.99
4834,282.05,699.63,304.03,387.06,1672.77
4835,282.05,700.85,304.03,387.06,1673.99
4836,282.05,699.63,304.03,387.06,1672.77
4837,283.27,699.63,305.25,385.84,1673.99
4838,282.05,699.63,304.03,387.06,1672.77
4839,282.05,699.63,304.03,387.06,1672.77
4840,283.27,698.41,302.81,385.84,1670.33
4841,283.27,698.41,304.03,385.84,1671.55
4842,282.05,700.85,304.03,387.06,1673.99
4843,282.05,699.63,304.03,387.06,1672.77
4844,282.05,699.63,304.03,387.06,1672.77
4845,282.05,699.63,305.25,385.84,1672.77
4846,282.05,699.63,304.03,385.84,1671.55
4847,282.05,699.63,304.03,385.84,1671.55
4848,282.05,700.85,304.03,385.84,1672.77
4849,283.27,699.63,304.03,385.84,1672.77
4850,282.05,699.63,304.03,387.06,1672.77
4851,283.27,698.41,302.81,387.06,1671.55
4852,283.27,698.41,302.81,388.28,1672.77
4853,283.27,699.63,304.03,385.84,1672.77
4854,283.27,699.63,302.81,388.28,1673.99
4855,283.27,698.41,304.03,388.28,1673.99
4856,282.05,698.41,305.25,385.84,1671.55
4857,283.27,699.63,304.03,385.84,1672.77
4858,283.27,699.63,304.03,387.06,1673.99
4859,283.27,699.63,304.03,387.06,1673.99
4860,283.27,698.41,304.03,387.06,1672.77
4861,282.05,699.63,304.03,387.06,1672.77
4862,283.27,698.41,304.03,388.28,1673.99
4863,282.05,698.41,304.03,387.06,1671.55
4864,283.27,699.63,304.03,387.06,1673.99
4865,283.27,700.85,305.25,385.84,1675.21
4866,282.05,699.63,304.03,387.06,1672.77
4867,283.27,699.63,305.25,388.28,1676.43
4868,283.27,698.41,304.03,387.06,1672.77
4869,282.05,698.41,302.81,387.06,1670.33
4870,283.27,699.63,304.03,385.84,1672.77
4871,283.27,699.63,302.81,387.06,1672.77
4872,283.27,698.41,302.81,387.06,1671.55
4873,283.27,698.41,305.25,385.84,1672.77
4874,283.27,699.63,304.03,387.06,1673.99
4875,283.27,699.63,304.03,388.28,1675.21
4876,283.27,698.41,304.03,387.06,1672.77
4877,284.49,699.63,304.03,387.06,1675.21
4878,284.49,700.85,304.03,387.06,1676.43
4879,283.27,698.41,304.03,384.62,1670.33
4880,284.49,699.63,302.81,385.84,1672.77
4881,284.49,700.85,304.03,385.84,1675.21
4882,284.49,699.63,302.81,388.28,1675.21
4883,284.49,699.63,302.81,389.5,1676.43
4884,284.49,699.63,304.03,388.28,1676.43
4885,284.49,699.63,304.03,388.28,1676.43
4886,284.49,699.63,304.03,388.28,1676.43
4887,285.71,699.63,304.03,387.06,1676.43
4888,285.71,699.63,304.03,387.06,1676.43
4889,284.49,699.63,304.03,387.06,1675.21
4890,284.49,699.63,301.59,387.06,1672.77
4891,284.49,698.41,302.81,388.28,1673.99
4892,284.49,699.63,304.03,388.28,1676.43
4893,284.49,699.63,302.81,389.5,1676.43
4894,284.49,699.63,302.81,389.5,1676.43
4895,284.49,699.63,304.03,388.28,1676.43
4896,285.71,700.85,304.03,387.06,1677.65
4897,284.49,699.63,304.03,387.06,1675.21
4898,285.71,699.63,304.03,387.06,1676.43
4899,285.71,699.63,304.03,388.28,1677.65
4900,285.71,700.85,304.03,388.28,1678.87
4901,284.49,699.63,302.81,389.5,1676.43
4902,284.49,699.63,304.03,388.28,1676.43
4903,285.71,700.85,305.25,388.28,1680.09
4904,284.49,700.85,304.03,387.06,1676.43
4905,284.49,699.63,304.03,388.28,1676.43
4906,284.49,699.63,304.03,387.06,1675.21
4907,284.49,700.85,304.03,387.06,1676.43
4908,284.49,700.85,304.03,388.28,1677.65
4909,284.49,699.63,302.81,388.28,1675.21
4910,285.71,699.63,304.03,388.28,1677.65
4911,285.71,700.85,304.03,388.28,1678.87
4912,284.49,700.85,304.03,388.28,1677.65
4913,285.71,699.63,304.03,387.06,1676.43
4914,284.49,700.85,304.03,387.06,1676.43
4915,284.49,700.85,304.03,387.06,1676.43
4916,285.71,700.85,304.03,388.28,1678.87
4917,285.71,700.85,304.03,388.28,1678.87
4918,285.71,700.85,304.03,388.28,1678.87
4919,285.71,700.85,304.03,388.28,1678.87
4920,284.49,699.63,304.03,387.06,1675.21
4921,284.49,699.63,304.03,385.84,1673.99
4922,284.49,702.08,304.03,387.06,1677.66
4923,279.61,700.85,304.03,387.06,1671.55
4924,282.05,698.41,302.81,387.06,1670.33
4925,283.27,700.85,304.03,387.06,1675.21
4926,283.27,700.85,304.03,387.06,1675.21
4927,282.05,699.63,302.81,389.5,1673.99
4928,282.05,699.63,304.03,388.28,1673.99
4929,285.71,700.85,304.03,387.06,1677.65
4930,277.17,699.63,302.81,380.95,1660.56
4931,255.19,698.41,304.03,387.06,1644.69
4932,283.27,699.63,305.25,385.84,1673.99
4933,282.05,699.63,304.03,387.06,1672.77
4934,283.27,699.63,304.03,388.28,1675.21
4935,284.49,699.63,304.03,387.06,1675.21
4936,284.49,699.63,305.25,385.84,1675.21
4937,283.27,699.63,305.25,387.06,1675.21
4938,284.49,699.63,304.03,385.84,1673.99
4939,284.49,699.63,304.03,385.84,1673.99
4940,283.27,699.63,305.25,385.84,1673.99
4941,283.27,699.63,304.03,385.84,1672.77
4942,283.27,699.63,304.03,388.28,1675.21
4943,284.49,700.85,305.25,385.84,1676.43
4944,283.27,700.85,305.25,384.62,1673.99
4945,283.27,700.85,305.25,385.84,1675.21
4946,284.49,699.63,304.03,385.84,1673.99
4947,284.49,699.63,304.03,384.62,1672.77
4948,283.27,700.85,304.03,387.06,1675.21
4949,284.49,699.63,304.03,387.06,1675.21
4950,284.49,699.63,304.03,385.84,1673.99
4951,283.27,700.85,305.25,387.06,1676.43
4952,283.27,700.85,304.03,387.06,1675.21
4953,284.49,699.63,302.81,387.06,1673.99
4954,284.49,700.85,305.25,385.84,1676.43
4955,284.49,700.85,305.25,385.84,1676.43
4956,283.27,699.63,304.03,387.06,1673.99
4957,284.49,700.85,305.25,385.84,1676.43
4958,284.49,700.85,305.25,385.84,1676.43
4959,283.27,699.63,304.03,385.84,1672.77
4960,284.49,699.63,304.03,385.84,1673.99
4961,284.49,700.85,304.03,384.62,1673.99
4962,283.27,700.85,304.03,388.28,1676.43
4963,282.05,700.85,304.03,388.28,1675.21
4964,283.27,700.85,304.03,387.06,1675.21
4965,283.27,700.85,305.25,387.06,1676.43
4966,284.49,700.85,304.03,385.84,1675.21
4967,284.49,699.63,304.03,387.06,1675.21
4968,284.49,700.85,304.03,385.84,1675.21
4969,283.27,700.85,305.25,385.84,1675.21
4970,283.27,699.63,304.03,387.06,1673.99
4971,284.49,699.63,304.03,387.06,1675.21
4972,284.49,699.63,305.25,387.06,1676.43
4973,283.27,699.63,305.25,388.28,1676.43
4974,283.27,699.63,305.25,387.06,1675.21
4975,284.49,699.63,305.25,385.84,1675.21
4976,284.49,700.85,305.25,387.06,1677.65
4977,284.49,700.85,304.03,387.06,1676.43
4978,284.49,699.63,305.25,385.84,1675.21
4979,284.49,702.08,304.03,384.62,1675.22
4980,284.49,702.08,304.03,387.06,1677.66
4981,284.49,700.85,304.03,384.62,1673.99
4982,284.49,700.85,304.03,384.62,1673.99
4983,284.49,702.08,305.25,383.39,1675.21
4984,283.27,702.08,304.03,385.84,1675.22
4985,284.49,698.41,302.81,388.28,1673.99
4986,284.49,700.85,304.03,387.06,1676.43
4987,284.49,699.63,305.25,387.06,1676.43
4988,284.49,699.63,304.03,388.28,1676.43
4989,284.49,700.85,305.25,387.06,1677.65
4990,285.71,700.85,304.03,385.84,1676.43
4991,284.49,700.85,304.03,388.28,1677.65
4992,285.71,698.41,304.03,387.06,1675.21
4993,284.49,699.63,304.03,387.06,1675.21
4994,284.49,700.85,304.03,388.28,1677.65
4995,284.49,699.63,304.03,388.28,1676.43
4996,284.49,699.63,304.03,385.84,1673.99
4997,284.49,700.85,304.03,388.28,1677.65
4998,284.49,699.63,304.03,388.28,1676.43
4999,284.49,698.41,304.03,387.06,1673.99
5000,284.49,700.85,305.25,388.28,1678.87
5001,284.49,700.85,305.25,387.06,1677.65
5002,284.49,699.63,304.03,387.06,1675.21
5003,284.49,699.63,305.25,387.06,1676.43
5004,283.27,700.85,304.03,388.28,1676.43
5005,284.49,699.63,304.03,387.06,1675.21
5006,284.49,699.63,304.03,388.28,1676.43
5007,285.71,698.41,305.25,388.28,1677.65
5008,285.71,699.63,305.25,387.06,1677.65
5009,284.49,699.63,304.03,388.28,1676.43
5010,284.49,698.41,304.03,387.06,1673.99
5011,285.71,698.41,305.25,387.06,1676.43
5012,284.49,699.63,304.03,387.06,1675.21
5013,285.71,699.63,305.25,387.06,1677.65
5014,285.71,698.41,304.03,388.28,1676.43
5015,285.71,699.63,304.03,387.06,1676.43
5016,284.49,699.63,305.25,388.28,1677.65
5017,284.49,699.63,304.03,388.28,1676.43
5018,284.49,700.85,305.25,385.84,1676.43
5019,284.49,699.63,304.03,385.84,1673.99
5020,284.49,699.63,304.03,388.28,1676.43
5021,284.49,699.63,304.03,388.28,1676.43
5022,284.49,699.63,305.25,387.06,1676.43
5023,284.49,699.63,305.25,388.28,1677.65
5024,284.49,698.41,304.03,387.06,1673.99
5025,284.49,699.63,304.03,385.84,1673.99
5026,284.49,699.63,304.03,388.28,1676.43
5027,284.49,699.63,304.03,388.28,1676.43
5028,284.49,699.63,305.25,388.28,1677.65
5029,284.49,698.41,304.03,387.06,1673.99
5030,284.49,700.85,305.25,387.06,1677.65
5031,284.49,700.85,305.25,387.06,1677.65
5032,284.49,698.41,304.03,389.5,1676.43
5033,284.49,699.63,305.25,387.06,1676.43
5034,284.49,699.63,305.25,387.06,1676.43
5035,283.27,699.63,305.25,388.28,1676.43
5036,284.49,699.63,305.25,385.84,1675.21
5037,284.49,700.85,305.25,387.06,1677.65
5038,284.49,699.63,304.03,389.5,1677.65
5039,284.49,699.63,305.25,387.06,1676.43
5040,284.49,698.41,305.25,387.06,1675.21
5041,284.49,699.63,304.03,387.06,1675.21
5042,283.27,699.63,305.25,387.06,1675.21
5043,284.49,699.63,305.25,387.06,1676.43
5044,284.49,700.85,305.25,387.06,1677.65
5045,284.49,700.85,305.25,388.28,1678.87
5046,284.49,698.41,304.03,387.06,1673.99
5047,284.49,699.63,304.03,387.06,1675.21
5048,284.49,700.85,305.25,385.84,1676.43
5049,283.27,703.3,306.47,385.84,1678.88
5050,283.27,699.63,304.03,388.28,1675.21
5051,283.27,699.63,306.47,388.28,1677.65
5052,284.49,700.85,305.25,388.28,1678.87
5053,284.49,700.85,305.25,388.28,1678.87
5054,284.49,700.85,306.47,385.84,1677.65
5055,283.27,700.85,306.47,385.84,1676.43
5056,283.27,700.85,305.25,388.28,1677.65
5057,284.49,700.85,305.25,387.06,1677.65
5058,283.27,700.85,305.25,387.06,1676.43
5059,283.27,700.85,305.25,388.28,1677.65
5060,284.49,700.85,305.25,385.84,1676.43
5061,284.49,700.85,305.25,385.84,1676.43
5062,283.27,702.08,304.03,387.06,1676.44
5063,283.27,699.63,305.25,387.06,1675.21
5064,284.49,699.63,305.25,388.28,1677.65
5065,284.49,700.85,306.47,387.06,1678.87
5066,284.49,702.08,306.47,387.06,1680.1
5067,284.49,699.63,305.25,388.28,1677.65
5068,284.49,700.85,305.25,387.06,1677.65
5069,284.49,702.08,305.25,385.84,1677.66
5070,284.49,699.63,304.03,388.28,1676.43
5071,284.49,700.85,305.25,387.06,1677.65
5072,285.71,700.85,306.47,387.06,1680.09
5073,284.49,700.85,305.25,388.28,1678.87
5074,284.49,699.63,305.25,387.06,1676.43
5075,284.49,700.85,306.47,385.84,1677.65
5076,284.49,700.85,306.47,387.06,1678.87
5077,284.49,700.85,305.25,387.06,1677.65
5078,285.71,700.85,305.25,387.06,1678.87
5079,283.27,702.08,305.25,387.06,1677.66
5080,284.49,702.08,305.25,387.06,1678.88
5081,284.49,700.85,305.25,387.06,1677.65
5082,284.49,699.63,305.25,387.06,1676.43
5083,284.49,700.85,306.47,387.06,1678.87
5084,284.49,699.63,305.25,387.06,1676.43
5085,284.49,699.63,305.25,388.28,1677.65
5086,284.49,702.08,306.47,387.06,1680.1
5087,283.27,700.85,305.25,387.06,1676.43
5088,283.27,699.63,305.25,387.06,1675.21
5089,284.49,700.85,306.47,387.06,1678.87
5090,284.49,702.08,306.47,385.84,1678.88
5091,283.27,700.85,305.25,388.28,1677.65
5092,284.49,700.85,305.25,387.06,1677.65
5093,284.49,700.85,306.47,387.06,1678.87
5094,284.49,700.85,305.25,387.06,1677.65
5095,284.49,700.85,305.25,385.84,1676.43
5096,284.49,700.85,306.47,385.84,1677.65
5097,284.49,702.08,305.25,387.06,1678.88
5098,283.27,702.08,306.47,388.28,1680.1
5099,284.49,700.85,305.25,387.06,1677.65
5100,284.49,702.08,306.47,387.06,1680.1
5101,284.49,702.08,305.25,387.06,1678.88
5102,284.49,702.08,304.03,387.06,1677.66
5103,284.49,702.08,306.47,385.84,1678.88
5104,284.49,702.08,305.25,385.84,1677.66
5105,284.49,700.85,305.25,385.84,1676.43
5106,284.49,700.85,305.25,388.28,1678.87
5107,284.49,702.08,305.25,387.06,1678.88
5108,284.49,700.85,305.25,388.28,1678.87
5109,284.49,702.08,305.25,387.06,1678.88
5110,284.49,700.85,306.47,387.06,1678.87
5111,284.49,699.63,305.25,388.28,1677.65
5112,284.49,699.63,305.25,389.5,1678.87
5113,284.49,700.85,306.47,387.06,1678.87
5114,284.49,702.08,305.25,387.06,1678.88
5115,285.71,700.85,305.25,389.5,1681.31
5116,285.71,700.85,305.25,385.84,1677.65
5117,285.71,700.85,305.25,385.84,1677.65
5118,284.49,702.08,305.25,388.28,1680.1
5119,285.71,700.85,306.47,388.28,1681.31
5120,284.49,700.85,305.25,385.84,1676.43
5121,284.49,702.08,305.25,388.28,1680.1
5122,284.49,700.85,305.25,388.28,1678.87
5123,285.71,699.63,304.03,388.28,1677.65
5124,284.49,700.85,305.25,387.06,1677.65
5125,285.71,700.85,305.25,388.28,1680.09
5126,284.49,700.85,305.25,389.5,1680.09
5127,285.71,700.85,305.25,388.28,1680.09
5128,285.71,700.85,305.25,387.06,1678.87
5129,285.71,699.63,304.03,388.28,1677.65
5130,285.71,699.63,305.25,388.28,1678.87
5131,284.49,702.08,305.25,388.28,1680.1
5132,284.49,700.85,305.25,389.5,1680.09
5133,284.49,702.08,305.25,388.28,1680.1
5134,284.49,702.08,306.47,387.06,1680.1
5135,284.49,702.08,306.47,387.06,1680.1
5136,284.49,702.08,305.25,387.06,1678.88
5137,284.49,702.08,306.47,385.84,1678.88
5138,284.49,703.3,305.25,385.84,1678.88
5139,284.49,703.3,305.25,389.5,1682.54
5140,284.49,700.85,306.47,387.06,1678.87
5141,284.49,702.08,306.47,384.62,1677.66
5142,283.27,703.3,306.47,387.06,1680.1
5143,284.49,698.41,305.25,388.28,1676.43
5144,283.27,702.08,305.25,387.06,1677.66
5145,284.49,703.3,307.69,387.06,1682.54
5146,283.27,703.3,306.47,387.06,1680.1
5147,284.49,704.52,307.69,387.06,1683.76
5148,284.49,700.85,306.47,388.28,1680.09
5149,284.49,703.3,306.47,387.06,1681.32
5150,284.49,700.85,305.25,388.28,1678.87
5151,284.49,702.08,305.25,385.84,1677.66
5152,284.49,702.08,306.47,387.06,1680.1
5153,284.49,702.08,305.25,388.28,1680.1
5154,285.71,700.85,305.25,387.06,1678.87
5155,285.71,702.08,306.47,387.06,1681.32
5156,284.49,702.08,305.25,388.28,1680.1
5157,284.49,702.08,305.25,387.06,1678.88
5158,284.49,700.85,305.25,387.06,1677.65
5159,284.49,702.08,306.47,388.28,1681.32
5160,285.71,702.08,305.25,388.28,1681.32
5161,285.71,702.08,306.47,388.28,1682.54
5162,284.49,702.08,306.47,389.5,1682.54
5163,284.49,700.85,306.47,389.5,1681.31
5164,284.49,700.85,305.25,388.28,1678.87
5165,284.49,700.85,305.25,388.28,1678.87
5166,285.71,704.52,304.03,388.28,1682.54
5167,284.49,702.08,306.47,388.28,1681.32
5168,285.71,700.85,306.47,387.06,1680.09
5169,284.49,702.08,307.69,387.06,1681.32
5170,284.49,700.85,305.25,387.06,1677.65
5171,284.49,700.85,304.03,388.28,1677.65
5172,284.49,702.08,307.69,388.28,1682.54
5173,284.49,702.08,306.47,389.5,1682.54
5174,283.27,700.85,306.47,389.5,1680.09
5175,284.49,700.85,307.69,387.06,1680.09
5176,284.49,702.08,306.47,387.06,1680.1
5177,284.49,702.08,305.25,387.06,1678.88
5178,285.71,702.08,306.47,387.06,1681.32
5179,285.71,700.85,306.47,388.28,1681.31
5180,284.49,702.08,306.47,388.28,1681.32
5181,284.49,702.08,305.25,388.28,1680.1
5182,285.71,700.85,305.25,385.84,1677.65
5183,284.49,703.3,307.69,385.84,1681.32
5184,284.49,702.08,306.47,387.06,1680.1
5185,284.49,702.08,306.47,388.28,1681.32
5186,284.49,702.08,305.25,388.28,1680.1
5187,284.49,702.08,306.47,387.06,1680.1
5188,284.49,700.85,305.25,387.06,1677.65
5189,284.49,700.85,305.25,387.06,1677.65
5190,284.49,703.3,306.47,387.06,1681.32
5191,284.49,700.85,305.25,388.28,1678.87
5192,284.49,700.85,306.47,388.28,1680.09
5193,284.49,702.08,306.47,388.28,1681.32
5194,284.49,702.08,306.47,388.28,1681.32
5195,283.27,702.08,305.25,387.06,1677.66
5196,284.49,702.08,306.47,385.84,1678.88
5197,285.71,702.08,306.47,388.28,1682.54
5198,284.49,702.08,305.25,389.5,1681.32
5199,284.49,700.85,305.25,388.28,1678.87
5200,285.71,702.08,306.47,387.06,1681.32
5201,284.49,703.3,306.47,388.28,1682.54
5202,284.49,702.08,306.47,388.28,1681.32
5203,284.49,702.08,305.25,387.06,1678.88
5204,284.49,702.08,305.25,387.06,1678.88
5205,284.49,703.3,305.25,388.28,1681.32
5206,284.49,702.08,306.47,388.28,1681.32
5207,284.49,703.3,306.47,388.28,1682.54
5208,284.49,703.3,305.25,387.06,1680.1
5209,284.49,702.08,305.25,388.28,1680.1
5210,285.71,702.08,305.25,388.28,1681.32
5211,285.71,700.85,305.25,389.5,1681.31
5212,285.71,700.85,305.25,389.5,1681.31
5213,284.49,699.63,306.47,389.5,1680.09
5214,284.49,702.08,306.47,389.5,1682.54
5215,284.49,702.08,306.47,389.5,1682.54
5216,285.71,702.08,305.25,389.5,1682.54
5217,285.71,702.08,306.47,388.28,1682.54
5218,284.49,702.08,305.25,388.28,1680.1
5219,284.49,702.08,305.25,388.28,1680.1
5220,285.71,702.08,305.25,388.28,1681.32
5221,284.49,703.3,305.25,388.28,1681.32
5222,284.49,702.08,305.25,388.28,1680.1
5223,285.71,700.85,305.25,387.06,1678.87
5224,285.71,700.85,305.25,388.28,1680.09
5225,284.49,702.08,306.47,389.5,1682.54
5226,285.71,702.08,305.25,389.5,1682.54
5227,284.49,700.85,306.47,388.28,1680.09
5228,284.49,702.08,305.25,390.72,1682.54
5229,284.49,702.08,305.25,388.28,1680.1
5230,284.49,702.08,306.47,389.5,1682.54
5231,285.71,702.08,305.25,388.28,1681.32
5232,285.71,702.08,305.25,388.28,1681.32
5233,286.94,700.85,305.25,388.28,1681.32
5234,284.49,702.08,305.25,389.5,1681.32
5235,284.49,700.85,305.25,389.5,1680.09
5236,285.71,702.08,305.25,388.28,1681.32
5237,285.71,703.3,305.25,389.5,1683.76
5238,285.71,702.08,305.25,389.5,1682.54
5239,285.71,699.63,305.25,390.72,1681.31
5240,285.71,702.08,305.25,389.5,1682.54
5241,284.49,700.85,304.03,388.28,1677.65
5242,284.49,703.3,306.47,388.28,1682.54
5243,284.49,702.08,307.69,387.06,1681.32
5244,285.71,704.52,306.47,385.84,1682.54
5245,286.94,702.08,304.03,388.28,1681.33
5246,286.94,700.85,305.25,388.28,1681.32
5247,286.94,702.08,305.25,388.28,1682.55
5248,285.71,700.85,305.25,389.5,1681.31
5249,285.71,702.08,304.03,390.72,1682.54
5250,286.94,702.08,305.25,388.28,1682.55
5251,286.94,704.52,306.47,389.5,1687.43
5252,285.71,705.74,306.47,387.06,1684.98
5253,284.49,702.08,305.25,388.28,1680.1
5254,285.71,704.52,306.47,388.28,1684.98
5255,284.49,703.3,306.47,388.28,1682.54
5256,285.71,702.08,306.47,388.28,1682.54
5257,285.71,703.3,306.47,388.28,1683.76
5258,284.49,703.3,306.47,389.5,1683.76
5259,284.49,703.3,305.25,387.06,1680.1
5260,285.71,702.08,305.25,387.06,1680.1
5261,284.49,702.08,306.47,388.28,1681.32
5262,285.71,700.85,304.03,390.72,1681.31
5263,285.71,700.85,305.25,390.72,1682.53
5264,284.49,702.08,305.25,389.5,1681.32
5265,285.71,702.08,305.25,389.5,1682.54
5266,284.49,700.85,305.25,389.5,1680.09
5267,284.49,702.08,305.25,388.28,1680.1
5268,284.49,702.08,306.47,388.28,1681.32
5269,285.71,702.08,305.25,390.72,1683.76
5270,285.71,700.85,305.25,389.5,1681.31
5271,285.71,700.85,306.47,389.5,1682.53
5272,285.71,700.85,305.25,389.5,1681.31
5273,286.94,700.85,305.25,388.28,1681.32
5274,286.94,700.85,306.47,389.5,1683.76
5275,285.71,702.08,305.25,390.72,1683.76
5276,285.71,702.08,306.47,391.94,1686.2
5277,285.71,699.63,305.25,389.5,1680.09
5278,285.71,700.85,306.47,388.28,1681.31
5279,284.49,702.08,306.47,389.5,1682.54
5280,285.71,700.85,305.25,389.5,1681.31
5281,285.71,702.08,306.47,389.5,1683.76
5282,284.49,702.08,306.47,390.72,1683.76
5283,285.71,700.85,305.25,390.72,1682.53
5284,285.71,700.85,305.25,390.72,1682.53
5285,285.71,702.08,306.47,389.5,1683.76
5286,285.71,700.85,305.25,390.72,1682.53
5287,285.71,702.08,305.25,391.94,1684.98
5288,285.71,700.85,306.47,390.72,1683.75
5289,284.49,700.85,305.25,391.94,1682.53
5290,285.71,700.85,305.25,390.72,1682.53
5291,286.94,702.08,306.47,389.5,1684.99
5292,285.71,700.85,305.25,389.5,1681.31
5293,285.71,700.85,305.25,391.94,1683.75
5294,285.71,700.85,306.47,389.5,1682.53
5295,286.94,700.85,305.25,389.5,1682.54
5296,285.71,702.08,305.25,390.72,1683.76
5297,284.49,700.85,306.47,390.72,1682.53
5298,285.71,700.85,305.25,388.28,1680.09
5299,285.71,702.08,305.25,389.5,1682.54
5300,285.71,702.08,305.25,390.72,1683.76
5301,286.94,700.85,305.25,389.5,1682.54
5302,285.71,703.3,306.47,389.5,1684.98
5303,285.71,702.08,306.47,390.72,1684.98
5304,285.71,700.85,305.25,389.5,1681.31
5305,285.71,702.08,306.47,389.5,1683.76
5306,284.49,702.08,306.47,389.5,1682.54
5307,285.71,700.85,305.25,390.72,1682.53
5308,285.71,700.85,305.25,390.72,1682.53
5309,285.71,702.08,306.47,389.5,1683.76
5310,285.71,700.85,306.47,390.72,1683.75
5311,284.49,703.3,306.47,387.06,1681.32
5312,286.94,703.3,306.47,388.28,1684.99
5313,285.71,703.3,306.47,388.28,1683.76
5314,284.49,702.08,306.47,388.28,1681.32
5315,285.71,703.3,306.47,387.06,1682.54
5316,285.71,703.3,307.69,387.06,1683.76
5317,284.49,703.3,306.47,388.28,1682.54
5318,285.71,702.08,307.69,388.28,1683.76
5319,285.71,702.08,306.47,388.28,1682.54
5320,284.49,703.3,306.47,389.5,1683.76
5321,286.94,702.08,306.47,388.28,1683.77
5322,285.71,703.3,306.47,387.06,1682.54
5323,284.49,703.3,306.47,388.28,1682.54
5324,284.49,703.3,305.25,388.28,1681.32
5325,284.49,703.3,306.47,389.5,1683.76
5326,285.71,703.3,306.47,388.28,1683.76
5327,285.71,703.3,306.47,389.5,1684.98
5328,285.71,702.08,306.47,389.5,1683.76
5329,285.71,703.3,307.69,388.28,1684.98
5330,285.71,703.3,306.47,388.28,1683.76
5331,284.49,703.3,305.25,388.28,1681.32
5332,285.71,702.08,306.47,388.28,1682.54
5333,286.94,704.52,306.47,388.28,1686.21
5334,284.49,702.08,306.47,389.5,1682.54
5335,285.71,703.3,306.47,388.28,1683.76
5336,285.71,703.3,306.47,388.28,1683.76
5337,284.49,703.3,306.47,387.06,1681.32
5338,284.49,703.3,306.47,388.28,1682.54
